"","pathway_name","ID","family","mapp_type","category","mapped_ID","mapped_family"
"695","Vitamin digestion and absorption - Homo sapiens (human)","path:hsa04977","kegg","isPartOf","Intestinal absorption","R-HSA-8963676","reactome"
"696","Vitamin digestion and absorption - Homo sapiens (human)","path:hsa04977","kegg","isPartOf","Digestion and absorption","R-HSA-8963743","reactome"
"697","Vitamin digestion and absorption - Homo sapiens (human)","path:hsa04977","kegg","isPartOf","Metabolism of vitamins and cofactors","R-HSA-196854","reactome"
"698","Wnt signaling pathway - Homo sapiens (human)","path:hsa04310","kegg","equivalentTo","Signaling by WNT","R-HSA-195721","reactome"
"699","RUNX3 regulates WNT signaling","R-HSA-8951430","reactome","isPartOf","Wnt signaling pathway - Homo sapiens (human)","path:hsa04310","kegg"
"700","WNT mediated activation of DVL","R-HSA-201688","reactome","isPartOf","Wnt signaling pathway - Homo sapiens (human)","path:hsa04310","kegg"
"701","WNT ligand secretion is abrogated by the PORCN inhibitor LGK974","R-HSA-5340573","reactome","isPartOf","Wnt signaling pathway - Homo sapiens (human)","path:hsa04310","kegg"
"702","alpha-Linolenic acid metabolism - Homo sapiens (human)","path:hsa00592","kegg","equivalentTo","alpha-linolenic acid (ALA) metabolism","R-HSA-2046106","reactome"
"703","alpha-Linolenic acid metabolism - Homo sapiens (human)","path:hsa00592","kegg","isPartOf","Metabolism of lipids","R-HSA-556833","reactome"
"704","alpha-Linolenic acid metabolism - Homo sapiens (human)","path:hsa00592","kegg","isPartOf","Metabolism","R-HSA-1430728","reactome"
"705","beta-Alanine metabolism - Homo sapiens (human)","path:hsa00410","kegg","isPartOf","Metabolism of amino acids and derivatives","R-HSA-71291","reactome"
"706","beta-Alanine metabolism - Homo sapiens (human)","path:hsa00410","kegg","isPartOf","Metabolism","R-HSA-1430728","reactome"
"707","Adenylate cyclase activating pathway","R-HSA-170660","reactome","isPartOf","cAMP signaling pathway - Homo sapiens (human)","path:hsa04024","kegg"
"708","cGMP effects","R-HSA-418457","reactome","isPartOf","cGMP-PKG signaling pathway - Homo sapiens (human)","path:hsa04022","kegg"
"709","Inhibition of Host mRNA Processing and RNA Silencing","R-HSA-168315","reactome","isPartOf","mRNA surveillance pathway - Homo sapiens (human)","path:hsa03015","kegg"
"710","Processing of Capped Intron-Containing Pre-mRNA","R-HSA-72203","reactome","isPartOf","mRNA surveillance pathway - Homo sapiens (human)","path:hsa03015","kegg"
"711","mRNA Splicing","R-HSA-72172","reactome","isPartOf","mRNA surveillance pathway - Homo sapiens (human)","path:hsa03015","kegg"
"712","Processing of Capped Intronless Pre-mRNA","R-HSA-75067","reactome","isPartOf","mRNA surveillance pathway - Homo sapiens (human)","path:hsa03015","kegg"
